Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_yWiaRc.image_8HfaNm.content:2m8ui1c63mggu,pt-PT,,,"<p>Dr. Rita Ventura is the strategic and scientific force responsible for translating visionary concepts into validated, market-ready realities. Her background as a medical dentist instills a culture of uncompromising precision, clinical validation, and evidence-based methodology across all research and development. She oversees the entire innovation pipeline, from initial protocol design to final product validation, ensuring that every CellPowerX solution is not only groundbreaking but also safe, effective, and scientifically sound. </p>","<p>A Dra. Rita Ventura é a força estratégica e científica responsável por transformar conceitos visionários em realidades validadas e prontas para o mercado. A sua formação como dentista médica incute uma cultura de precisão intransigente, validação clínica e metodologia baseada em evidências em toda a investigação e desenvolvimento. Ela supervisiona todo o processo de inovação, desde a conceção inicial do protocolo até à validação final do produto, garantindo que todas as soluções CellPowerX sejam não apenas inovadoras, mas também seguras, eficazes e cientificamente sólidas. </p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.subheading:1n7b9pmqog40k,pt-PT,,,Guided by Purpose,Guiado pelo Propósito
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.title:bxmuyusczypk,pt-PT,,,Because health isn’t a goal. it’s a rhythm.,"Porque a saúde não é um objetivo, é um ritmo."
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.content:2uonx7wxdcc6p,pt-PT,,,<p>Our first chapter was CellPower — a breakthrough era that introduced pioneering advances in molecular hydrogen and biofrequency technology. But...</p>,<p>O nosso primeiro capítulo foi o CellPower — uma era revolucionária que introduziu avanços pioneiros na tecnologia de hidrogénio molecular e biofrequência. No entanto...</p>
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.item_rP6kq8.title:1hn7kuko4azbz,pt-PT,,,We believed there was more.,Acreditávamos que havia mais.
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.item_rP6kq8.content:38u5l45z83ixi,pt-PT,,,<p>We saw the limits of conventional wellness — disconnected and fragmented. We envisioned a system that could engage the body’s bioelectrical systems — the very circuits that sustain life.</p>,<p>Observámos os limites do bem-estar convencional — desconectado e fragmentado. Idealizámos um sistema que pudesse envolver os sistemas bioelétricos do corpo — os próprios circuitos que sustentam a vida.</p>
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.item_zfrneg.title:3m5qq7tgtz7l7,pt-PT,,,We knew there had to be a better way.,Estávamos cientes de que deveria existir uma solução mais eficaz.
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.item_zfrneg.content:1gcki1a7anlcy,pt-PT,,,"<p>Most wellness solutions often follow routines that don’t truly connect with the body’s natural rhythms. ACTYVA was created to go deeper, adapting and evolving with you.</p>","<p>A maioria das soluções de bem-estar geralmente segue rotinas que não se conectam verdadeiramente com os ritmos naturais do corpo. A ACTYVA foi criada para ir mais fundo, adaptando-se e evoluindo consigo.</p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.item_AkpYQL.title:2rnwvfo7l13mf,pt-PT,,,We decided to build what didn’t exist yet.,Decidimos construir o que ainda não existia.
ONLINE_STORE_THEME,182378103170,section.page.contact.json.multi_column_Q6eee6.item_AkpYQL.content:1mhskste52foe,pt-PT,,,<p>There is nothing like ACTYVA.<br/>It stands as the first system to unite bioinformational science and biophotonic technology — with no equivalent in the global wellness industry.</p>,<p>Não há nada semelhante ao ACTYVA.<br/>Ele se destaca como o primeiro sistema a unir a ciência da bioinformação e a tecnologia biofotónica — sem equivalente na indústria global de bem-estar.</p>
ONLINE_STORE_THEME,182378103170,section.page.contact.json.image_with_text_overlay_JQ4rdz.subheading_9gdpX8.text:1ph6hgdvvg2wd,pt-PT,,,Subheading,Subtítulo
ONLINE_STORE_THEME,182378103170,section.page.contact.json.image_with_text_overlay_JQ4rdz.heading_JMFJHE.text:1ykekqsxrrw9x,pt-PT,,,The Future is CellPower X.,O futuro é CellPower X.
ONLINE_STORE_THEME,182378103170,section.page.contact.json.image_with_text_overlay_JQ4rdz.richtext_zEYDNT.content:119miokgm9bl6,pt-PT,,,"<p>Experience and technological advancement demanded a new evolution. CellPowerX was born from the vision to integrate all our learnings into one intelligent ecosystem.</p><p>The 'X' represents that exponential factor: the synergy between AI-driven formulas with NEXAI, our proprietary activation technology with ACTYVA, and a complete range of solutions for personal and professional use. It transforms our legacy of innovation into the future of personalized wellness.</p>","<p>A experiência e o avanço tecnológico exigiram uma nova evolução. A CellPowerX surgiu da visão de integrar todos os nossos conhecimentos num único ecossistema inteligente.</p><p>O «X» representa esse fator exponencial: a sinergia entre fórmulas baseadas em IA com NEXAI, a nossa tecnologia de ativação proprietária com ACTYVA e uma gama completa de soluções para uso pessoal e profissional. Transforma o nosso legado de inovação no futuro do bem-estar personalizado.</p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.image_with_text_overlay_JQ4rdz.button_CyRRad.text:19tkjurhck2aq,pt-PT,,,Discover more,Saiba mais
PAGE,696094916994,title,pt-PT,,,Your Privacy Choices,Suas opções de privacidade
PAGE,696094916994,body_html,pt-PT,,,"<link rel=""stylesheet"" type=""text/css"" href=""https://cdn.shopify.com/shopifycloud/privacy-banner/data-sale-opt-out.css"">
<meta charset=""utf-8""> <p>As described in our Privacy Policy, we collect personal information from your interactions with us and our website, including through cookies and similar technologies. We may also share this personal information with third parties, including advertising partners. We do this in order to show you ads on other websites that are more relevant to your interests and for other reasons outlined in our privacy policy.</p> <p>Sharing of personal information for targeted advertising based on your interaction on different websites may be considered ""sales"", ""sharing"", or ""targeted advertising"" under certain U.S. state privacy laws. Depending on where you live, you may have the right to opt out of these activities. If you would like to exercise this opt-out right, please follow the instructions below.</p> <p>If you visit our website with the Global Privacy Control opt-out preference signal enabled, depending on where you are, we will treat this as a request to opt-out of activity that may be considered a “sale” or “sharing” of personal information or other uses that may be considered targeted advertising for the device and browser you used to visit our website.</p>
<div id=""pc--optOutFormContainer"" data-not-applicable='To opt out of the ""sale"" or ""sharing"" of your personal information collected using cookies and other device-based identifiers as described above, you must be browsing from one of the applicable US states referred to above.' data-description='If you would like to opt out of activity that may be considered a ""sale"" or ""share,"" or ""targeted advertising"", please submit your email.' data-email-label='Email' data-success='Opted-out successfully' data-error='A problem occurred, try submitting your email again' data-form-description='By clicking “opt out“, the browser on this device will be opted out of sharing personal data. If you select the checkbox and enter an email, the related customer account will also be opted out.' data-form-email-label='Email' data-form-opt-out-account-label=""Don't share data from my account (optional)"" data-form-button-text='Opt out' data-form-opted-out='The browser on this device is opted out' data-form-success='You have successfully opted out' data-form-error='A problem occurred, please try again' ></div>
<script src=""https://cdn.shopify.com/shopifycloud/privacy-banner/data-sale-opt-out.js"" defer></script> <script src=""https://js.hcaptcha.com/1/api.js?onload=optOutOnLoad"" defer></script>","<link rel=""stylesheet"" type=""text/css"" href=""https://cdn.shopify.com/shopifycloud/privacy-banner/data-sale-opt-out.css"">
<meta charset=""utf-8""> <p>Conforme descrito na nossa Política de Privacidade, recolhemos informações pessoais das suas interações connosco e com o nosso website, incluindo através de cookies e tecnologias semelhantes. Também podemos partilhar essas informações pessoais com terceiros, incluindo parceiros publicitários. Fazemos isso para mostrar anúncios em outros websites que sejam mais relevantes para os seus interesses e por outros motivos descritos na nossa política de privacidade.</p> <p>A partilha de informações pessoais para publicidade direcionada com base na sua interação em diferentes websites pode ser considerada «venda», «partilha» ou «publicidade direcionada» ao abrigo de determinadas leis de privacidade estaduais dos EUA. Dependendo de onde reside, poderá ter o direito de recusar estas atividades. Se desejar exercer este direito de recusa, siga as instruções abaixo.</p> <p>Se visitar o nosso website com o sinal de preferência de exclusão do Controlo de Privacidade Global ativado, dependendo de onde estiver, trataremos isso como um pedido de exclusão de atividades que podem ser consideradas uma &quot;venda&quot; ou &quot;partilha&quot; de informações pessoais ou outros usos que podem ser considerados publicidade direcionada para o dispositivo e navegador que utilizou para visitar o nosso website.</p>
<div id=""pc--optOutFormContainer"" data-not-applicable='To opt out of the ""sale"" or ""sharing"" of your personal information collected using cookies and other device-based identifiers as described above, you must be browsing from one of the applicable US states referred to above.' data-description='If you would like to opt out of activity that may be considered a ""sale"" or ""share,"" or ""targeted advertising"", please submit your email.' data-email-label='Email' data-success='Opted-out successfully' data-error='A problem occurred, try submitting your email again' data-form-description='By clicking “opt out“, the browser on this device will be opted out of sharing personal data. If you select the checkbox and enter an email, the related customer account will also be opted out.' data-form-email-label='Email' data-form-opt-out-account-label=""Don't share data from my account (optional)"" data-form-button-text='Opt out' data-form-opted-out='The browser on this device is opted out' data-form-success='You have successfully opted out' data-form-error='A problem occurred, please try again' ></div>
<script src=""https://cdn.shopify.com/shopifycloud/privacy-banner/data-sale-opt-out.js"" defer></script> <script src=""https://js.hcaptcha.com/1/api.js?onload=optOutOnLoad"" defer></script>"
PAGE,696094916994,handle,pt-PT,,,data-sharing-opt-out,recusa de partilha de dados
PAGE,697275089282,title,pt-PT,,,Partnership Program,Programa de parceria
PAGE,697275089282,handle,pt-PT,,,partnership-program,programa de parceria
PAGE,697470386562,title,pt-PT,,,Business Inquiries,Pedidos de informação comercial
PAGE,697470386562,handle,pt-PT,,,business-inquiries,consultas comerciais
PAGE,697510461826,title,pt-PT,,,Rich Panel,Painel rico
PAGE,697510461826,body_html,pt-PT,,,"<p><a href=""www.google.pt"" target=""_blank"" title=""Rich Panel"" rel=""noopener"">www.google.pt</a></p>","<p><a href=""www.google.pt"" target=""_blank"" title=""Rich Panel"" rel=""noopener"">www.google.pt</a></p>"
PAGE,697510461826,handle,pt-PT,,,rich-panel,painel rico
PAGE,697819791746,title,pt-PT,,,VIP,VIP
PAGE,697819791746,handle,pt-PT,,,vip,vip
PAGE,699013988738,title,pt-PT,,,Quiz,Questionário
PAGE,699013988738,handle,pt-PT,,,quiz,questionário
ONLINE_STORE_THEME,182378103170,general.cart_free_shipping_threshold,pt-PT,,,500,500
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.heading_UrxUXB.text:1ihtkvzoqbpyz,pt-PT,,,A new era of supplementation begins.,Uma nova era na suplementação.
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.richtext_ALqQMc.content:1yk957l3dpvrt,pt-PT,,,"<p>Even the most advanced ingredients depend on how the body receives them. ACTYVA is a breakthrough biophotonic device that activates our supplements at a molecular level, designed to deliver results you can truly feel.</p>","<p>Mesmo os ingredientes mais avançados dependem da forma como o corpo os recebe. ACTYVA é um dispositivo biofotónico inovador que ativa os nossos suplementos a nível molecular, concebido para proporcionar resultados que pode realmente sentir.</p>"
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.button_jFe38F.text:2v2y0y0bzuehd,pt-PT,,,How it Works,Como funciona
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.button_YXLpC7.text:z3fp2npl7mm4,pt-PT,,,Shop ACTYVA,Loja ACTYVA
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.heading_7LmrN7.text:hghlfmxa907q,pt-PT,,,Boosts body interaction with supplements.,Aumenta a interação do corpo com os suplementos.
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.richtext_xktb9T.content:c3iiluie7poy,pt-PT,,,<p>How often have you taken supplements without real results? ACTYVA helps your body recognize and use supplements more effectively.</p>,<p>Quantas vezes tomou suplementos sem resultados reais? ACTYVA ajuda o seu corpo a reconhecer e utilizar os suplementos de forma mais eficaz.</p>
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.heading_ECAchd.text:18qj722v7auoz,pt-PT,,,Greater potential for absorption.,Maior potencial de absorção.
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.richtext_tGqYJ6.content:3jlnuoeuhv4jh,pt-PT,,,"<p>The precisely calibrated light frequencies emitted by ACTYVA transfer photonic energy directly into the liquid formula, rooted in the established science of photobiomodulation.</p>","<p>As frequências de luz precisamente calibradas emitidas pelo ACTYVA transferem energia fotónica diretamente para a fórmula líquida, com base na ciência estabelecida da fotobiomodulação.</p>"
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.heading_yBNhMD.text:2if7vsvf6xyxr,pt-PT,,,When the body recognizes what it receives.,Quando o corpo reconhece o que recebe.
ONLINE_STORE_THEME,182378103170,section.index.json.rich_text_7Jqmnh.richtext_FTFG6t.content:2i5fr2qehxx9n,pt-PT,,,"<p>The human body is largely composed of water, and water's molecular environment responds to targeted photonic energy, optimizing the environment in which active ingredients interact with your biology.</p>","<p>O corpo humano é composto principalmente por água, e o ambiente molecular da água responde à energia fotónica direcionada, otimizando o ambiente no qual os ingredientes ativos interagem com a sua biologia.</p>"
